date,datetime,cash_type,card,money,coffee_name,,,,
26-05-2024,21:02:37,card,ANON-0000-0000-0221,27.92,Cortado,,,,
26-05-2024,21:03:52,card,ANON-0000-0000-0222,37.72,Cappuccino,,,,
26-05-2024,21:04:59,card,ANON-0000-0000-0221,37.72,Latte,,,,
26-05-2024,21:06:03,card,ANON-0000-0000-0223,37.72,Cappuccino,,,,
27-05-2024,11:34:55,card,ANON-0000-0000-0012,27.92,Americano,,,,
27-05-2024,14:05:22,card,ANON-0000-0000-0224,32.82,Americano with Milk,,,,
27-05-2024,14:06:44,card,ANON-0000-0000-0224,37.72,Cocoa,,,,
27-05-2024,15:11:34,card,ANON-0000-0000-0225,27.92,Americano,,,,
27-05-2024,15:14:06,card,ANON-0000-0000-0225,27.92,Americano,,,,
27-05-2024,17:50:56,card,ANON-0000-0000-0203,37.72,Latte,,,,
27-05-2024,18:00:51,card,ANON-0000-0000-0226,27.92,Americano,,,,
27-05-2024,19:16:27,card,ANON-0000-0000-0227,37.72,Latte,,,,
27-05-2024,19:17:39,card,ANON-0000-0000-0228,37.72,Latte,,,,
27-05-2024,21:29:07,card,ANON-0000-0000-0192,32.82,Americano with Milk,,,,
27-05-2024,21:30:20,card,ANON-0000-0000-0206,37.72,Cappuccino,,,,
28-05-2024,08:37:09,card,ANON-0000-0000-0012,32.82,Americano with Milk,,,,
28-05-2024,09:20:11,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
28-05-2024,11:48:18,card,ANON-0000-0000-0229,37.72,Cappuccino,,,,
28-05-2024,13:14:40,card,ANON-0000-0000-0230,37.72,Cappuccino,,,,
28-05-2024,14:10:54,card,ANON-0000-0000-0194,37.72,Cocoa,,,,
28-05-2024,16:25:39,card,ANON-0000-0000-0141,27.92,Cortado,,,,
28-05-2024,17:21:44,cash,,39,Cappuccino,,,,
28-05-2024,19:09:29,card,ANON-0000-0000-0231,27.92,Americano,,,,
28-05-2024,19:10:31,card,ANON-0000-0000-0231,37.72,Latte,,,,
28-05-2024,20:24:32,card,ANON-0000-0000-0009,32.82,Americano with Milk,,,,
28-05-2024,20:50:19,card,ANON-0000-0000-0012,27.92,Americano,,,,
29-05-2024,09:14:44,card,ANON-0000-0000-0232,37.72,Latte,,,,
29-05-2024,10:48:47,cash,,39,Latte,,,,
29-05-2024,11:14:03,card,ANON-0000-0000-0233,37.72,Hot Chocolate,,,,
29-05-2024,15:10:49,card,ANON-0000-0000-0234,27.92,Americano,,,,
29-05-2024,15:22:56,card,ANON-0000-0000-0235,37.72,Latte,,,,
29-05-2024,15:45:13,card,ANON-0000-0000-0236,37.72,Cappuccino,,,,
29-05-2024,16:45:04,card,ANON-0000-0000-0237,37.72,Latte,,,,
29-05-2024,18:24:03,card,ANON-0000-0000-0238,27.92,Cortado,,,,
29-05-2024,18:24:59,card,ANON-0000-0000-0238,37.72,Latte,,,,
29-05-2024,20:30:42,card,ANON-0000-0000-0239,37.72,Hot Chocolate,,,,
29-05-2024,20:32:35,card,ANON-0000-0000-0240,37.72,Cocoa,,,,
30-05-2024,08:29:06,card,ANON-0000-0000-0241,37.72,Cappuccino,,,,
30-05-2024,08:30:22,card,ANON-0000-0000-0241,37.72,Latte,,,,
30-05-2024,08:37:05,card,ANON-0000-0000-0242,32.82,Americano with Milk,,,,
30-05-2024,09:47:59,card,ANON-0000-0000-0001,37.72,Latte,,,,
30-05-2024,14:56:15,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
30-05-2024,15:16:16,card,ANON-0000-0000-0243,23.02,Espresso,,,,
30-05-2024,15:17:39,card,ANON-0000-0000-0012,23.02,Espresso,,,,
30-05-2024,19:53:11,card,ANON-0000-0000-0206,37.72,Cappuccino,,,,
30-05-2024,20:31:05,card,ANON-0000-0000-0244,37.72,Latte,,,,
30-05-2024,20:46:14,card,ANON-0000-0000-0009,37.72,Hot Chocolate,,,,
30-05-2024,20:47:22,card,ANON-0000-0000-0009,32.82,Americano with Milk,,,,
31-05-2024,07:53:57,card,ANON-0000-0000-0245,32.82,Americano with Milk,,,,
31-05-2024,09:21:08,card,ANON-0000-0000-0246,37.72,Latte,,,,
31-05-2024,09:23:59,cash,,39,Latte,,,,
31-05-2024,10:38:08,card,ANON-0000-0000-0247,37.72,Hot Chocolate,,,,
31-05-2024,10:39:06,card,ANON-0000-0000-0248,37.72,Cocoa,,,,
31-05-2024,14:50:13,card,ANON-0000-0000-0249,32.82,Americano with Milk,,,,
31-05-2024,18:23:45,card,ANON-0000-0000-0250,37.72,Latte,,,,
31-05-2024,18:25:03,card,ANON-0000-0000-0250,37.72,Latte,,,,
31-05-2024,20:06:39,card,ANON-0000-0000-0180,37.72,Cappuccino,,,,
31-05-2024,20:33:06,card,ANON-0000-0000-0134,32.82,Americano with Milk,,,,
31-05-2024,20:34:33,card,ANON-0000-0000-0134,37.72,Latte,,,,
31-05-2024,22:05:47,card,ANON-0000-0000-0206,37.72,Cappuccino,,,,
31-05-2024,22:06:52,card,ANON-0000-0000-0206,32.82,Americano with Milk,,,,
31-05-2024,22:07:55,card,ANON-0000-0000-0206,27.92,Cortado,,,,
01-06-2024,08:27:02,card,ANON-0000-0000-0141,27.92,Cortado,,,,
01-06-2024,09:48:25,card,ANON-0000-0000-0232,37.72,Latte,,,,
01-06-2024,11:38:09,card,ANON-0000-0000-0250,37.72,Latte,,,,
01-06-2024,14:28:54,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
01-06-2024,18:20:13,card,ANON-0000-0000-0251,32.82,Americano with Milk,,,,
01-06-2024,18:21:15,card,ANON-0000-0000-0251,32.82,Americano with Milk,,,,
01-06-2024,20:50:10,card,ANON-0000-0000-0154,37.72,Cappuccino,,,,
01-06-2024,20:51:14,card,ANON-0000-0000-0154,37.72,Cappuccino,,,,
01-06-2024,20:54:59,cash,,39,Cocoa,,,,
01-06-2024,20:59:10,card,ANON-0000-0000-0252,37.72,Cocoa,,,,
01-06-2024,21:51:05,card,ANON-0000-0000-0009,32.82,Americano with Milk,,,,
02-06-2024,20:03:26,card,ANON-0000-0000-0009,37.72,Latte,,,,
02-06-2024,20:24:02,card,ANON-0000-0000-0040,32.82,Americano with Milk,,,,
02-06-2024,20:25:07,card,ANON-0000-0000-0040,37.72,Cappuccino,,,,
02-06-2024,21:07:21,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
02-06-2024,21:30:12,card,ANON-0000-0000-0253,37.72,Latte,,,,
02-06-2024,22:43:11,cash,,34,Americano with Milk,,,,
03-06-2024,10:12:04,card,ANON-0000-0000-0001,37.72,Latte,,,,
03-06-2024,10:27:50,card,ANON-0000-0000-0191,37.72,Latte,,,,
03-06-2024,14:31:42,card,ANON-0000-0000-0025,37.72,Cappuccino,,,,
03-06-2024,14:33:01,card,ANON-0000-0000-0024,32.82,Americano with Milk,,,,
03-06-2024,14:34:07,card,ANON-0000-0000-0009,37.72,Latte,,,,
03-06-2024,21:42:52,cash,,34,Americano with Milk,,,,
03-06-2024,21:43:37,cash,,34,Americano with Milk,,,,
04-06-2024,09:23:43,card,ANON-0000-0000-0141,27.92,Cortado,,,,
04-06-2024,10:27:14,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
04-06-2024,12:02:10,card,ANON-0000-0000-0254,37.72,Latte,,,,
04-06-2024,12:05:29,card,ANON-0000-0000-0254,37.72,Hot Chocolate,,,,
04-06-2024,15:30:32,card,ANON-0000-0000-0255,37.72,Latte,,,,
04-06-2024,17:46:37,card,ANON-0000-0000-0192,27.92,Cortado,,,,
04-06-2024,17:47:29,card,ANON-0000-0000-0192,37.72,Cappuccino,,,,
04-06-2024,20:13:01,card,ANON-0000-0000-0256,37.72,Hot Chocolate,,,,
04-06-2024,20:50:34,card,ANON-0000-0000-0257,37.72,Cappuccino,,,,
04-06-2024,21:31:59,card,ANON-0000-0000-0258,27.92,Cortado,,,,
04-06-2024,21:33:03,card,ANON-0000-0000-0259,32.82,Americano with Milk,,,,
04-06-2024,21:34:56,card,ANON-0000-0000-0260,32.82,Americano with Milk,,,,
04-06-2024,21:36:07,card,ANON-0000-0000-0260,32.82,Americano with Milk,,,,
04-06-2024,21:37:15,card,ANON-0000-0000-0260,32.82,Americano with Milk,,,,
05-06-2024,08:21:49,card,ANON-0000-0000-0261,37.72,Cappuccino,,,,
05-06-2024,08:23:07,card,ANON-0000-0000-0261,37.72,Cappuccino,,,,
05-06-2024,09:22:43,card,ANON-0000-0000-0262,27.92,Americano,,,,
05-06-2024,10:28:51,card,ANON-0000-0000-0001,37.72,Latte,,,,
05-06-2024,10:40:53,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
05-06-2024,19:43:58,card,ANON-0000-0000-0263,32.82,Americano with Milk,,,,
05-06-2024,19:59:54,card,ANON-0000-0000-0264,37.72,Latte,,,,
05-06-2024,20:10:48,card,ANON-0000-0000-0220,37.72,Cocoa,,,,
05-06-2024,20:12:02,card,ANON-0000-0000-0220,27.92,Cortado,,,,
06-06-2024,08:52:56,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
06-06-2024,08:54:08,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
06-06-2024,10:36:10,card,ANON-0000-0000-0001,37.72,Latte,,,,
06-06-2024,12:17:41,card,ANON-0000-0000-0265,27.92,Americano,,,,
06-06-2024,15:11:14,card,ANON-0000-0000-0224,32.82,Americano with Milk,,,,
06-06-2024,15:24:06,card,ANON-0000-0000-0266,37.72,Cappuccino,,,,
06-06-2024,21:14:05,card,ANON-0000-0000-0267,37.72,Latte,,,,
06-06-2024,21:15:42,card,ANON-0000-0000-0267,37.72,Latte,,,,
06-06-2024,21:18:27,card,ANON-0000-0000-0206,37.72,Cappuccino,,,,
06-06-2024,21:19:30,card,ANON-0000-0000-0206,32.82,Americano with Milk,,,,
06-06-2024,21:21:04,card,ANON-0000-0000-0267,37.72,Latte,,,,
07-06-2024,08:18:04,card,ANON-0000-0000-0268,37.72,Cappuccino,,,,
07-06-2024,10:35:28,card,ANON-0000-0000-0269,23.02,Espresso,,,,
07-06-2024,13:34:18,card,ANON-0000-0000-0164,32.82,Americano with Milk,,,,
07-06-2024,16:45:42,card,ANON-0000-0000-0270,27.92,Cortado,,,,
07-06-2024,16:47:15,card,ANON-0000-0000-0270,27.92,Cortado,,,,
08-06-2024,09:04:20,card,ANON-0000-0000-0271,27.92,Cortado,,,,
08-06-2024,09:26:11,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
08-06-2024,20:24:54,card,ANON-0000-0000-0134,37.72,Cappuccino,,,,
08-06-2024,20:25:56,card,ANON-0000-0000-0134,37.72,Cappuccino,,,,
09-06-2024,08:15:53,card,ANON-0000-0000-0097,37.72,Latte,,,,
09-06-2024,10:30:04,card,ANON-0000-0000-0272,37.72,Latte,,,,
09-06-2024,10:52:06,card,ANON-0000-0000-0273,37.72,Cappuccino,,,,
09-06-2024,11:04:41,card,ANON-0000-0000-0141,27.92,Cortado,,,,
09-06-2024,11:07:08,card,ANON-0000-0000-0274,23.02,Espresso,,,,
09-06-2024,11:52:50,card,ANON-0000-0000-0275,37.72,Cappuccino,,,,
09-06-2024,12:11:24,card,ANON-0000-0000-0276,32.82,Americano with Milk,,,,
09-06-2024,12:13:08,card,ANON-0000-0000-0276,37.72,Latte,,,,
09-06-2024,12:14:11,card,ANON-0000-0000-0276,37.72,Latte,,,,
09-06-2024,15:10:31,card,ANON-0000-0000-0277,27.92,Cortado,,,,
09-06-2024,16:17:28,card,ANON-0000-0000-0278,37.72,Cappuccino,,,,
09-06-2024,19:21:19,card,ANON-0000-0000-0279,32.82,Americano with Milk,,,,
09-06-2024,21:05:09,card,ANON-0000-0000-0280,27.92,Americano,,,,
10-06-2024,12:47:50,card,ANON-0000-0000-0281,37.72,Cappuccino,,,,
10-06-2024,12:56:48,card,ANON-0000-0000-0097,37.72,Latte,,,,
10-06-2024,19:04:28,card,ANON-0000-0000-0282,37.72,Hot Chocolate,,,,
10-06-2024,19:05:23,card,ANON-0000-0000-0282,37.72,Hot Chocolate,,,,
10-06-2024,19:37:24,card,ANON-0000-0000-0283,37.72,Latte,,,,
10-06-2024,19:38:20,card,ANON-0000-0000-0283,37.72,Latte,,,,
11-06-2024,10:38:04,card,ANON-0000-0000-0284,32.82,Americano with Milk,,,,
11-06-2024,18:48:25,card,ANON-0000-0000-0285,37.72,Latte,,,,
11-06-2024,18:49:36,card,ANON-0000-0000-0285,37.72,Latte,,,,
11-06-2024,21:17:03,card,ANON-0000-0000-0286,37.72,Hot Chocolate,,,,
11-06-2024,21:27:42,card,ANON-0000-0000-0287,32.82,Americano with Milk,,,,
11-06-2024,21:28:50,card,ANON-0000-0000-0287,32.82,Americano with Milk,,,,
12-06-2024,10:18:19,card,ANON-0000-0000-0288,37.72,Hot Chocolate,,,,
12-06-2024,11:51:44,card,ANON-0000-0000-0289,37.72,Cappuccino,,,,
12-06-2024,17:41:17,card,ANON-0000-0000-0283,37.72,Latte,,,,
12-06-2024,17:47:28,card,ANON-0000-0000-0290,37.72,Latte,,,,
12-06-2024,20:16:34,card,ANON-0000-0000-0256,37.72,Hot Chocolate,,,,
12-06-2024,20:25:34,card,ANON-0000-0000-0291,32.82,Americano with Milk,,,,
13-06-2024,08:54:24,card,ANON-0000-0000-0292,27.92,Americano,,,,
13-06-2024,08:57:26,card,ANON-0000-0000-0097,37.72,Latte,,,,
13-06-2024,09:50:25,card,ANON-0000-0000-0293,32.82,Americano with Milk,,,,
13-06-2024,09:57:12,card,ANON-0000-0000-0141,27.92,Cortado,,,,
13-06-2024,17:04:59,card,ANON-0000-0000-0294,32.82,Americano with Milk,,,,
13-06-2024,17:27:47,card,ANON-0000-0000-0295,37.72,Hot Chocolate,,,,
13-06-2024,19:22:19,card,ANON-0000-0000-0296,37.72,Latte,,,,
13-06-2024,20:20:52,card,ANON-0000-0000-0012,32.82,Americano with Milk,,,,
13-06-2024,20:43:46,card,ANON-0000-0000-0012,23.02,Espresso,,,,
13-06-2024,20:45:01,card,ANON-0000-0000-0295,23.02,Espresso,,,,
13-06-2024,20:48:18,card,ANON-0000-0000-0009,32.82,Americano with Milk,,,,
13-06-2024,21:02:28,card,ANON-0000-0000-0009,32.82,Americano with Milk,,,,
14-06-2024,07:46:13,card,ANON-0000-0000-0141,27.92,Cortado,,,,
14-06-2024,10:30:32,card,ANON-0000-0000-0297,27.92,Americano,,,,
14-06-2024,12:14:42,card,ANON-0000-0000-0097,37.72,Latte,,,,
14-06-2024,18:29:53,card,ANON-0000-0000-0298,32.82,Americano with Milk,,,,
15-06-2024,11:26:02,card,ANON-0000-0000-0299,37.72,Cappuccino,,,,
15-06-2024,12:21:28,card,ANON-0000-0000-0300,37.72,Latte,,,,
15-06-2024,12:22:47,card,ANON-0000-0000-0300,32.82,Americano with Milk,,,,
15-06-2024,12:23:52,card,ANON-0000-0000-0300,23.02,Espresso,,,,
15-06-2024,12:24:35,card,ANON-0000-0000-0300,37.72,Cocoa,,,,
15-06-2024,12:25:24,card,ANON-0000-0000-0300,32.82,Americano with Milk,,,,
15-06-2024,16:03:30,card,ANON-0000-0000-0301,32.82,Americano with Milk,,,,
15-06-2024,18:14:05,card,ANON-0000-0000-0302,27.92,Americano,,,,
16-06-2024,10:43:51,card,ANON-0000-0000-0059,32.82,Americano with Milk,,,,
16-06-2024,10:58:41,card,ANON-0000-0000-0303,37.72,Latte,,,,
16-06-2024,11:00:38,card,ANON-0000-0000-0303,37.72,Hot Chocolate,,,,
16-06-2024,11:01:41,card,ANON-0000-0000-0303,37.72,Hot Chocolate,,,,
16-06-2024,12:49:28,card,ANON-0000-0000-0276,32.82,Americano with Milk,,,,
16-06-2024,14:00:39,card,ANON-0000-0000-0274,23.02,Espresso,,,,
16-06-2024,15:02:36,card,ANON-0000-0000-0304,32.82,Americano with Milk,,,,
16-06-2024,15:05:10,card,ANON-0000-0000-0304,32.82,Americano with Milk,,,,
16-06-2024,15:44:00,card,ANON-0000-0000-0305,37.72,Hot Chocolate,,,,
16-06-2024,16:47:37,card,ANON-0000-0000-0306,37.72,Hot Chocolate,,,,
16-06-2024,17:45:17,card,ANON-0000-0000-0059,32.82,Americano with Milk,,,,
16-06-2024,17:46:17,card,ANON-0000-0000-0059,32.82,Americano with Milk,,,,
17-06-2024,08:57:24,card,ANON-0000-0000-0307,27.92,Americano,,,,
17-06-2024,10:12:05,card,ANON-0000-0000-0308,27.92,Cortado,,,,
17-06-2024,10:13:38,card,ANON-0000-0000-0308,27.92,Cortado,,,,
17-06-2024,10:55:52,card,ANON-0000-0000-0042,37.72,Cappuccino,,,,
17-06-2024,14:51:35,card,ANON-0000-0000-0164,37.72,Cappuccino,,,,
17-06-2024,16:50:13,card,ANON-0000-0000-0012,37.72,Cappuccino,,,,
17-06-2024,16:51:11,card,ANON-0000-0000-0012,37.72,Cappuccino,,,,
17-06-2024,16:52:36,card,ANON-0000-0000-0012,27.92,Americano,,,,
17-06-2024,18:51:20,card,ANON-0000-0000-0309,27.92,Americano,,,,
17-06-2024,21:16:11,card,ANON-0000-0000-0009,32.82,Americano with Milk,,,,
18-06-2024,14:04:06,card,ANON-0000-0000-0299,27.92,Americano,,,,
18-06-2024,14:05:12,card,ANON-0000-0000-0299,37.72,Cappuccino,,,,
18-06-2024,19:20:41,card,ANON-0000-0000-0154,37.72,Cappuccino,,,,
18-06-2024,19:21:39,card,ANON-0000-0000-0154,37.72,Cappuccino,,,,
18-06-2024,20:35:49,card,ANON-0000-0000-0310,27.92,Cortado,,,,
18-06-2024,21:20:50,card,ANON-0000-0000-0012,32.82,Americano with Milk,,,,
18-06-2024,21:22:19,card,ANON-0000-0000-0012,32.82,Americano with Milk,,,,
19-06-2024,07:47:20,card,ANON-0000-0000-0311,37.72,Latte,,,,
19-06-2024,08:17:55,card,ANON-0000-0000-0141,27.92,Cortado,,,,
19-06-2024,10:54:00,card,ANON-0000-0000-0312,27.92,Americano,,,,
19-06-2024,11:11:28,card,ANON-0000-0000-0313,37.72,Latte,,,,
19-06-2024,11:12:31,card,ANON-0000-0000-0313,37.72,Cocoa,,,,
19-06-2024,14:21:36,card,ANON-0000-0000-0164,32.82,Americano with Milk,,,,
19-06-2024,18:28:43,card,ANON-0000-0000-0153,37.72,Cappuccino,,,,
19-06-2024,18:29:59,card,ANON-0000-0000-0153,37.72,Latte,,,,
19-06-2024,19:31:31,card,ANON-0000-0000-0009,32.82,Americano with Milk,,,,
19-06-2024,21:28:59,card,ANON-0000-0000-0192,37.72,Cappuccino,,,,
19-06-2024,21:30:03,card,ANON-0000-0000-0192,32.82,Americano with Milk,,,,
20-06-2024,10:50:06,card,ANON-0000-0000-0097,37.72,Latte,,,,
20-06-2024,18:59:02,card,ANON-0000-0000-0314,37.72,Latte,,,,
20-06-2024,19:00:00,card,ANON-0000-0000-0314,37.72,Latte,,,,
20-06-2024,21:39:10,card,ANON-0000-0000-0257,37.72,Latte,,,,
20-06-2024,21:57:41,card,ANON-0000-0000-0009,37.72,Latte,,,,
20-06-2024,21:59:18,card,ANON-0000-0000-0009,32.82,Americano with Milk,,,,
21-06-2024,09:59:56,card,ANON-0000-0000-0311,37.72,Latte,,,,
21-06-2024,10:01:40,card,ANON-0000-0000-0315,27.92,Americano,,,,
21-06-2024,13:19:19,card,ANON-0000-0000-0012,32.82,Americano with Milk,,,,
21-06-2024,13:20:32,card,ANON-0000-0000-0012,32.82,Americano with Milk,,,,
21-06-2024,18:12:16,card,ANON-0000-0000-0316,23.02,Espresso,,,,
21-06-2024,19:30:27,card,ANON-0000-0000-0009,37.72,Latte,,,,
21-06-2024,19:47:06,card,ANON-0000-0000-0154,37.72,Cappuccino,,,,
21-06-2024,19:48:07,card,ANON-0000-0000-0154,37.72,Cappuccino,,,,
21-06-2024,19:49:55,card,ANON-0000-0000-0180,37.72,Cappuccino,,,,
21-06-2024,19:51:00,card,ANON-0000-0000-0180,37.72,Cappuccino,,,,
21-06-2024,19:52:19,card,ANON-0000-0000-0180,27.92,Americano,,,,
21-06-2024,19:55:37,card,ANON-0000-0000-0311,32.82,Americano with Milk,,,,
22-06-2024,08:39:50,card,ANON-0000-0000-0141,27.92,Cortado,,,,
22-06-2024,09:37:49,card,ANON-0000-0000-0311,32.82,Americano with Milk,,,,
22-06-2024,12:53:16,card,ANON-0000-0000-0317,32.82,Americano with Milk,,,,
22-06-2024,15:37:20,card,ANON-0000-0000-0009,37.72,Latte,,,,
22-06-2024,22:10:23,card,ANON-0000-0000-0318,37.72,Cappuccino,,,,
23-06-2024,18:12:01,card,ANON-0000-0000-0012,32.82,Americano with Milk,,,,
23-06-2024,18:13:51,card,ANON-0000-0000-0012,32.82,Americano with Milk,,,,
23-06-2024,21:06:47,card,ANON-0000-0000-0319,37.72,Cappuccino,,,,
23-06-2024,21:29:08,card,ANON-0000-0000-0320,37.72,Latte,,,,
23-06-2024,21:30:36,card,ANON-0000-0000-0320,37.72,Cappuccino,,,,
24-06-2024,11:44:40,card,ANON-0000-0000-0164,32.82,Americano with Milk,,,,
24-06-2024,11:49:36,card,ANON-0000-0000-0180,37.72,Cappuccino,,,,
24-06-2024,11:50:44,card,ANON-0000-0000-0180,37.72,Cappuccino,,,,
24-06-2024,15:02:29,card,ANON-0000-0000-0321,37.72,Latte,,,,
24-06-2024,16:46:01,card,ANON-0000-0000-0203,37.72,Cappuccino,,,,
24-06-2024,16:47:00,card,ANON-0000-0000-0203,37.72,Cappuccino,,,,
25-06-2024,08:19:24,card,ANON-0000-0000-0322,37.72,Latte,,,,
25-06-2024,10:28:26,card,ANON-0000-0000-0012,32.82,Americano with Milk,,,,
25-06-2024,10:29:42,card,ANON-0000-0000-0040,32.82,Americano with Milk,,,,
25-06-2024,11:34:52,card,ANON-0000-0000-0203,37.72,Cappuccino,,,,
26-06-2024,09:33:02,card,ANON-0000-0000-0323,37.72,Latte,,,,
26-06-2024,16:32:29,card,ANON-0000-0000-0324,23.02,Espresso,,,,
26-06-2024,16:34:02,card,ANON-0000-0000-0325,27.92,Americano,,,,
26-06-2024,21:21:53,card,ANON-0000-0000-0009,37.72,Latte,,,,
26-06-2024,21:27:01,card,ANON-0000-0000-0009,37.72,Cappuccino,,,,
26-06-2024,21:28:15,card,ANON-0000-0000-0206,32.82,Americano with Milk,,,,
27-06-2024,09:15:43,card,ANON-0000-0000-0326,32.82,Americano with Milk,,,,
27-06-2024,16:11:48,card,ANON-0000-0000-0327,27.92,Cortado,,,,
27-06-2024,21:44:03,card,ANON-0000-0000-0328,32.82,Americano with Milk,,,,
27-06-2024,21:50:32,card,ANON-0000-0000-0329,37.72,Cappuccino,,,,
28-06-2024,08:08:35,card,ANON-0000-0000-0141,27.92,Cortado,,,,
28-06-2024,17:51:54,card,ANON-0000-0000-0274,23.02,Espresso,,,,
28-06-2024,21:50:55,card,ANON-0000-0000-0330,32.82,Americano with Milk,,,,
28-06-2024,21:52:02,card,ANON-0000-0000-0331,37.72,Latte,,,,
28-06-2024,22:28:20,card,ANON-0000-0000-0332,37.72,Cappuccino,,,,
29-06-2024,09:47:10,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
29-06-2024,11:40:20,card,ANON-0000-0000-0333,32.82,Americano with Milk,,,,
29-06-2024,11:41:27,card,ANON-0000-0000-0333,32.82,Americano with Milk,,,,
29-06-2024,12:30:24,card,ANON-0000-0000-0334,37.72,Cappuccino,,,,
29-06-2024,12:31:43,card,ANON-0000-0000-0334,37.72,Cappuccino,,,,
29-06-2024,17:23:44,card,ANON-0000-0000-0335,37.72,Cappuccino,,,,
29-06-2024,17:24:52,card,ANON-0000-0000-0335,37.72,Hot Chocolate,,,,
29-06-2024,21:27:22,card,ANON-0000-0000-0009,37.72,Latte,,,,
30-06-2024,10:28:10,card,ANON-0000-0000-0336,37.72,Latte,,,,
30-06-2024,13:05:51,card,ANON-0000-0000-0337,23.02,Espresso,,,,
30-06-2024,16:54:42,card,ANON-0000-0000-0009,37.72,Hot Chocolate,,,,
30-06-2024,21:04:10,card,ANON-0000-0000-0097,32.82,Americano with Milk,,,,
